,Songs,Artists,Uris
2383,Forget About Me,Night Lovell,spotify:track:6RfNQFc9b0c9ZbdmiLyZkh
2384,Mirrors - Radio Edit,Justin Timberlake,spotify:track:6ToFxXRBtl5TJFEyIoYK3f
2385,Paris,$uicideBoy$,spotify:track:4kicAOmyaRrrnqOwIUKdmV
2386,A Lie,French Montana,spotify:track:1vVNlXi8gf8tZ7OhnEs4VE
2387,Down For Me (feat. 24hrs),G-Eazy,spotify:track:3sz2fvkHUhBip8r9i8HqeV
2388,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,spotify:track:2eAZfqOm4EnOF9VvN50Tyc
2389,Sauce It Up,Lil Uzi Vert,spotify:track:1uL78kFWxhz3umTMWJu8n5
2390,444+222,Lil Uzi Vert,spotify:track:1QgTBfRN5m81a5K01qens6
2391,Two®,Lil Uzi Vert,spotify:track:65kp3OFn7JXbCvkm3m2Ui2
2392,Sad Song (feat. Elena Coats),We The Kings,spotify:track:7xpraKSakDJ6WWgjQEtvgT
2393,Fuckboi,Joseph,spotify:track:5UF415Kel52fqIVcsvOEBO
2394,Elämästä irti,Mikael Gabriel,spotify:track:1Odxb5e8qr2DxEnSI3NPwL
2395,Kangastuksii,DEM,spotify:track:3f2YLQngnJv8RjtBRj8GBm
2396,Rakasta mut palasiks (feat. Reino Nordin),Bang For The Buck,spotify:track:2pj0IfDbeGsFX9b1BR9A18
2397,Kaikki ok,Ideaali & Jay Who?,spotify:track:5mrI9lWwp9cbXwtDiCa3U3
2398,Little Do You Know,Evang,spotify:track:0fsU202DC9MMGkODpjphLN
2399,Never Letting Go,Tim McMorris,spotify:track:5yM6RYOySdsbC1Tlt61R1q
2400,Perfect,Ed Sheeran,spotify:track:0tgVpDi06FyKpA1z0VMD4v
2401,Best I Ever Had,Drake,spotify:track:6cmV9y1PdQHjHiVtziGaon
2402,It's Gotta Be You,Isaiah Firebrace,spotify:track:66yKv1kZIqfejvrLEGqTML
2403,Eilisen aurinko,Aurora,spotify:track:6mCIO0VN7wK9iF8PZXgeiv
2404,Aseeton,Kliff,spotify:track:02JhN51W3rTLbWl9fUkg8e
2405,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,spotify:track:6yIdwnpDHufLWgQcveTPMk
2406,Young And Beautiful,Lana Del Rey,spotify:track:2nMeu6UenVvwUktBCpLMK9
2407,Say You Won't Let Go,James Arthur,spotify:track:1Pw5C4N6Fn5E4mGCxmbbVa
2408,Mä olen tässä,Mikko Harju,spotify:track:14HDAd3jsSs1kVqKqLxTmT
2409,Rakasta mua nyt,Haloo Helsinki!,spotify:track:5UNK9WOIrLsFjKFgBcWv2o
2410,Minä suojelen sinua kaikelta,Ellinoora,spotify:track:2S4MzlAHzpBkaRjwTrb5kM
2411,Kuuluuks (feat. Janna & Gracias),Juno,spotify:track:5LdyWxPfyeBeIYvxQ9X3Yk
2412,Texas Sex Ranger (feat. Eino Antiwäkki),Jumal X10 Lavis,spotify:track:13J2bW4IIHIctU4WwcTEA7
2413,I Got Bitches,A2M,spotify:track:6gPqBegU4aDWoSYXeCyURA
2414,Pahat pimut,Mäkki,spotify:track:4wx8HpFEHDtq3bq2FCMdTn
2415,Mitäpä tässä,Yksi Totuus,spotify:track:4JMrbXB7S0fKOJ5cFru7mN
2416,Instruction,Jax Jones,spotify:track:1yAVnDXvfUb1UnLtnBjttw
2417,JJani - Muovii ft PistePiste,JJani,spotify:track:3p4dnRgbb5EoaESxB2qBvP
2418,Don't Hurt Me,Mustard,spotify:track:2ssGTwksUnSzFqeMTLJaU7
2419,All In,Emil Assergård,spotify:track:12nmbTit5bc9GK0UzHpnx6
2420,Still Breathing,Green Day,spotify:track:59aXRbBqyJzwUJ20KPff55
2421,Bambi,Henriguez,spotify:track:5H5PRQeOT6UJ73DcdKdfSJ
2422,Look What You Made Me Do,Taylor Swift,spotify:track:2VjtYe7gpfUi2OkGxR2O2z
2423,Havana,Camila Cabello,spotify:track:0ofbQMrRDsUaVKq2mGLEAb
2424,Sorry Not Sorry,Demi Lovato,spotify:track:743mWMRgafToEUJriLLgkg
2425,New Rules,Dua Lipa,spotify:track:6tF92PMv01Ug9Dh8Rmy6nH
2426,Lonely Together (feat. Rita Ora),Avicii,spotify:track:7DoN0sCGIT9IcLrtBDm4f0
2427,OMG (feat. Quavo),Camila Cabello,spotify:track:4xBjsLUSjcx2h7PcRikpQp
2428,Would You Ever,Skrillex,spotify:track:57p8CBvPOxrvyCbn6ttl5r
2429,I Like Me Better,Lauv,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9
2430,Mi Gente,J Balvin,spotify:track:4xEnPbulgQ4J4vu78VEwVr
2431,Feel It Still,Portugal. The Man,spotify:track:7FESgYLcOufHqKlwrvJN60
2432,Why,Sabrina Carpenter,spotify:track:2jYmK1cb3Uya6FFsocdpzO
2433,Bodak Yellow,Cardi B,spotify:track:2771LMNxwf62FTAdpJMQfM
2434,Love Galore,SZA,spotify:track:1E2ePlJmijVSX0o1G9TFgR
2435,Praying,Kesha,spotify:track:0jdny0dhgjUwoIp5GkqEaA
2436,Questions,Chris Brown,spotify:track:5XQMr19TL7Mfksq9zihbOu
2437,Unforgettable,Thomas Rhett,spotify:track:0ZiRSqlSsDlY0UyDYU9CTE
2438,Think Before I Talk,Astrid S,spotify:track:0Clb9aiXWa0dvVff5aN4VN
2439,Hold Me,R3HAB,spotify:track:2a9xGmpgNyNz9QVRIDOlUl
2440,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,spotify:track:1Sl3njkhhz8nrSPZroDQ82
2441,As Crazy As You Are - Edit,FROIDZ,spotify:track:318BCVsFbBytoyN6dPxVAi
2442,Rudeboy,SONNY,spotify:track:4sRkfzJ0Rh57OUkhcHWrps
2443,I Wonder,The Him,spotify:track:7s9ilGkrbrUU2SV5gLZmkv
2444,All Stars,Martin Solveig,spotify:track:3aLSrx8qhssXrh5yjB6oy9
2445,Get Low (with Liam Payne),Zedd,spotify:track:2syQ0f4SAQdzvlAewPl1DJ
2446,UAE,Jay Alvarrez,spotify:track:3y7DtKwnRzTGEo7PkbwluD
2447,Sex on Fire,Kings of Leon,spotify:track:0ntQJM78wzOLVeCUAW7Y45
2448,What a Girl Wants,Pia Mia,spotify:track:3egRQ1vDHUwKqHOjEmIxuP
2449,Me Tehtiin Tää,Robin,spotify:track:2bGwLlCIKzk00kcUK6QhZv
2450,Aamukuuteen (feat. Erin),Antti Tuisku,spotify:track:1sds1bVqBoa6lSRhl6jZHp
2451,Juoppokuski,Mäkki,spotify:track:7vFq3RHvJXp7GYnHFAHcEC
2452,Syliin,Vilma Alina,spotify:track:0mKcAtaxD6JXeWjJL9ynN3
2453,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Nick Jonas,spotify:track:4nDfc6F2uVcc6wdG7kBzWO
2454,6K,Mikael Gabriel,spotify:track:74oCTWhmFli50HkkkvAxfD
2455,Reminder - Remix,The Weeknd,spotify:track:2sku7VXIiu79SSfnYAIJpf
2456,That's It (feat. Gucci Mane & 2 Chainz),Bebe Rexha,spotify:track:3w9mof4ZxG3z9huYwHFZ1i
2457,Water,Jack Garratt,spotify:track:5DuacSyULR3rNptMu6i7VR
2458,Scary Monsters and Nice Sprites,Skrillex,spotify:track:5q8oybjZelukF4h0CzSUN9
2459,Bangarang (feat. Sirah),Skrillex,spotify:track:6VRhkROS2SZHGlp0pxndbJ
2460,Either Way (feat. Joey Bada$$),Snakehips,spotify:track:3nodtPfXcok53E8Uze8gvD
2461,Bubblegum Bitch,MARINA,spotify:track:6IbnUaczZBT34DhaD6S18F
2462,He Could Be the One,Hannah Montana,spotify:track:0ObHdZzOdFZo2MfUCpHiyu
2463,Wake Up,Hilary Duff,spotify:track:0rW73n0cSP3lSNF8AYLGFm
2464,Redbone,Childish Gambino,spotify:track:3kxfsdsCpFgN412fpnW85Y
2465,Not Nice,PARTYNEXTDOOR,spotify:track:04sT6xbMnJouAktbkkr4qr
2466,Replay,Zendaya,spotify:track:2hA2Tx7IZNXCcoMUtluKm8
2467,Something To Dance For / TTYLXOX Mash-Up,Zendaya,spotify:track:0MKltGveTy103QOhizHsW2
2468,Hakuna Matata,Nathan Lane,spotify:track:6J5tRmK1Z3zQD1G85IwvAZ
2469,Bibbidi-Bobbidi-Boo (The Magic Song),Helena Bonham Carter,spotify:track:0tZqXCvOx44WKqcgEZtIRl
2470,Try Everything,Shakira,spotify:track:1N3dZ7TTWO6VcD4Y3hHYLZ
2471,How Far I'll Go,Auli'i Cravalho,spotify:track:6mb6lVLNrcUgLnEN8QnDJd
2472,What's My Name,China Anne McClain,spotify:track:53xAT6jud1w0NqlBjSW4VB
2473,Calling All the Monsters,China Anne McClain,spotify:track:0hnHoQbEQOL4YUZ4SO6xbe
2474,Dynamite,China Anne McClain,spotify:track:0CNuwuX6yEMcQYsCnwUfaV
2475,Exceptional,China Anne McClain,spotify:track:7DQ75xhKqi708bCSSIX3Sg
2476,"Cruisin' for a Bruisin' - From ""Teen Beach Movie""",Ross Lynch,spotify:track:5e3UWcbvTaF5CJWu81MqlQ
2477,It's Goin' Down,Dove Cameron,spotify:track:537mRuCCiKQNFlN1vdSl1k
2478,"Determinate - From ""Lemonade Mouth""",Adam Hicks,spotify:track:4qEoqyPbLYnLOii6mKlIjI
2479,This Is Me,Demi Lovato,spotify:track:5pomCBdsTZSDCFHH8BAUQe
2480,"Wouldn't Change a Thing - From ""Camp Rock 2: The Final Jam""",Demi Lovato,spotify:track:0Di5p4ItolIUZB8c2P0pvs
2481,"Breaking Free - From ""High School Musical""/Soundtrack Version",Troy,spotify:track:5zQ1Wq6HNYjGZWkVv5P8Eg
2482,Magic,Selena Gomez,spotify:track:10xcIQQEJSEIOgG1HvS3t9
2483,The Climb,Miley Cyrus,spotify:track:0V8FYVlBFuXXTIvRnMbZyS
2484,She's So Gone,Naomi Scott,spotify:track:4DTrKnvkHtwQN6kBu4XXIF
2485,"Can't Back Down - From ""Camp Rock 2: The Final Jam""",Demi Lovato,spotify:track:51NrdlQOSTeq0d6U7xRKsz
2486,"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",Hannah Montana,spotify:track:6Z0F3Mqj7tq1CBZo5qMlUg
2487,Turn Up the Music,Adam Hicks,spotify:track:4bb2UdCvi9LynD4rWvE06T
2488,TTYLXOX,Bella Thorne,spotify:track:19PKQVapaz1hhLhnU2IaGM
2489,Something To Dance For,Zendaya,spotify:track:0kXIEwmKV4cpKdRdIeQLGd
2490,Made In Japan,Bella Thorne,spotify:track:7t4Qs0RmoueUY2DMGA5WMO
2491,Watch Me,Bella Thorne,spotify:track:6i2AmqDwaicOn2NGFsd5nn
2492,"Shake It Up - From ""Shake It Up""",Selena Gomez,spotify:track:2orLUhSEx1P12LOwyLn32D
2493,Up Up And Away,Blush,spotify:track:1rJqcJ0GDGAJvVjHRa4eoh
2494,Our Generation,Sibel,spotify:track:4KaGB38J3WAjLbK2xUSdLq
2495,Omat säännöt,Cheek,spotify:track:45fVDhG3lvoAAtKsmr4IWk
2496,Uncover,Zara Larsson,spotify:track:5rkok5WSDPoQb9xKx5R61n
2497,Se tyttö,Mikael Gabriel,spotify:track:515bys1r2TjEyQM9rz5ygB
2498,No Love,Eminem,spotify:track:52JyHLUiugFECIYBWM2qdh
2499,Onko sulla pokkaa,Petri Nygård,spotify:track:4HEFn4nRnJ1EqPqPfoqV03
2500,Sanon suoraan,Petri Nygård,spotify:track:7qjPf7KvxfUkUM7MUwTn6T
2501,Creatures Of The Night,Hardwell,spotify:track:5Orlnis8mwywCBgZG7VTjV
2502,All I Ever Need,Austin Mahone,spotify:track:5m2a8MuuMPfKKYeJnoHdvL
2503,Say You're Just a Friend (feat. Flo Rida),Austin Mahone,spotify:track:29n0jFrzCO6AZHQq911Ntn
2504,Say Somethin',Austin Mahone,spotify:track:1AaN8oIJlgTUFSZ2tYndWe
2505,BUTTERFLY EFFECT,Travis Scott,spotify:track:1yxgsra98r3qAtxqiGZPiX
2506,I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,spotify:track:3AJk0zltdY4XjD2be7a7ss
2507,Take A Bow,Rihanna,spotify:track:3goSVuTt3fDYDP6kRnFwuL
2508,Dangerous,Kardinal Offishall,spotify:track:4NOZ35Dhucr6UlVyLOtktd
2509,Do You Remember,Jay Sean,spotify:track:7yws3pF3FFguwT2Psi6c15
2510,Kiss Me Thru The Phone,Soulja Boy,spotify:track:2q4rjDy9WhaN3o9MvDbO21
2511,Promiscuous,Nelly Furtado,spotify:track:3SwlakM6VX47IwG0Wll5ek
2512,Day 'N' Nite (nightmare),Kid Cudi,spotify:track:5FEXPoPnzueFJQCPRIrC3c
2513,Super Bass,Nicki Minaj,spotify:track:0iYebKFUSfF72fUu2OW6ZT
2514,Sexy Can I (feat. Yung Berg),Ray J,spotify:track:6zF96W2EXWc10w0I2Wd0DI
2515,Love In This Club (feat. Young Jeezy),Usher,spotify:track:6IxgSqNIsjp3n2lrnRRhUX
2516,All Star,Smash Mouth,spotify:track:3cfOd4CMv2snFaKAnMdnvK
2517,Shortie Like Mine (feat. Chris Brown & Johntá Austin),Bow Wow,spotify:track:4F55RCGuM477OjznpYGhYz
2518,Ain't It Fun,Paramore,spotify:track:1j8z4TTjJ1YOdoFEDwJTQa
2519,DONTTRUSTME,3OH!3,spotify:track:4H1ZiD0aytFHoOiosVmT1w
2520,My First Kiss (feat. Ke$ha),3OH!3,spotify:track:17tDv8WA8IhqE8qzuQn707
2521,Hello - Single Edit,Martin Solveig,spotify:track:1SSmCRKVovLanPi3mx3pVe
2522,Jump Around,House Of Pain,spotify:track:2oTDOIAdsxPTE7yAp4YOcv
2523,Poker Face,Lady Gaga,spotify:track:0le79px2kIBXQDxUe8ZUGP
2524,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj
2525,So What,P!nk,spotify:track:5ReRX3klPvCNYtm6Bd1C1K
2526,Ice Ice Baby,Vanilla Ice,spotify:track:3XVozq1aeqsJwpXrEZrDJ9
2527,I Love It,Icona Pop,spotify:track:27ilMN1oiW9849fReEYgOj
2528,I Want It That Way,Backstreet Boys,spotify:track:6e40mgJiCid5HRAGrbpGA6
2529,Shake It Off,Taylor Swift,spotify:track:5WfhXulggG0c6WoVeMPA8N
2530,Say My Name,Destiny's Child,spotify:track:2gSyc23Hua25fqSFpgAh6W
2531,We No Speak Americano - Radio Edit,Yolanda Be Cool,spotify:track:7fG22bvpAT44rkKgYDLmFK
2532,My Own Worst Enemy,Lit,spotify:track:33iv3wnGMrrDugd7GBso1z
2533,What a Girl Wants,Christina Aguilera,spotify:track:2iIg5LCp81QGEpnAFDT8V4
2534,"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,spotify:track:215CQxt51QFSSjh56Q9cOH
2535,I Will Always Love You,Whitney Houston,spotify:track:1cJssTcMltUxhvUZLpn3Ci
2536,Pony,Ginuwine,spotify:track:6mz1fBdKATx6qP4oP1I65G
2537,Push,Matchbox Twenty,spotify:track:2KVwlelhxKUy8LVV6JypH3
2538,Tearin' up My Heart - Radio Edit,*NSYNC,spotify:track:594M0rqYMOo8BhMGEdoi5C
2539,Beautiful,Christina Aguilera,spotify:track:40fvlRGSBSEYWTgCpRyVqf
2540,Dirrty (feat. Redman),Christina Aguilera,spotify:track:59ZTxQo8rBycIXPLUIKvE2
2541,Genie in a Bottle,Christina Aguilera,spotify:track:2EVv4Vxu3HGPr32CQecgHx
2542,Hurt,Christina Aguilera,spotify:track:3ztj8xMJVfTUg8S8cTCfP3
2543,2000-2016 Mashup,Michael Constantino,spotify:track:1ECKHot1PkuiK2Lk4wqhqs
2544,90's & 2000's Mashup,Michael Constantino,spotify:track:7y88Zh0jxhMO21ilgE4HLF
2545,2016 Mashup,Michael Constantino,spotify:track:32xw4WERgBJaKGm57ext4R
2546,Despacito Mashup,Michael Constantino,spotify:track:4hzdbgfGDCgIOZnljzSj1r
2547,No One,Alicia Keys,spotify:track:6IwKcFdiRQZOWeYNhUiWIv
2548,If I Ain't Got You,Alicia Keys,spotify:track:3XVBdLihbNbxUwZosxcGuJ
2549,Empire State of Mind (Part II) Broken Down,Alicia Keys,spotify:track:5sra5UY6sD658OabHL3QtI
2550,Naughty Girl,Beyoncé,spotify:track:0YGQ3hZcRLC5YX7o0hdmHg
2551,Man! I Feel Like A Woman!,Shania Twain,spotify:track:0Xd1XT0mlPMTK5uslC6pzl
2552,Fuck Love,Iggy Azalea,spotify:track:5jWITyAO6B7lRu47AcSDTR
2553,Needed Me,Rihanna,spotify:track:3kfxarilcBr81mb2hmZLeh
2554,Stars Dance,Selena Gomez,spotify:track:2MWL9kMbAiv0zyahTzK4EN
2555,Fix a Heart,Demi Lovato,spotify:track:3o8z6bngcqnsYx8zx6YSbI
2556,Revival,Selena Gomez,spotify:track:5NB5uPFcHGmwfluq9Sqn3j
2557,It Will Rain,Bruno Mars,spotify:track:0M3HkE321xpCbCYqVKzr1q
2558,Hate That I Love You,Rihanna,spotify:track:4789yoeBIsBi6et3z0fyly
2559,Amnesia,5 Seconds of Summer,spotify:track:0dIOvducp7ujHTqj66cQ3X
2560,L.O.V.E.,Ashlee Simpson,spotify:track:4Tac9REecowN7DzuYBAZaD
2561,Birthday Cake,Rihanna,spotify:track:1fZBH3FsiPnmarnLezb88G
2562,Do Somethin',Britney Spears,spotify:track:77rzoJ5VaC2BLB1IkjGnoi
2563,Thinking Of You,Katy Perry,spotify:track:59WVntWmghQXfST8TZRUW9
2564,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,spotify:track:06KyNuuMOX1ROXRhj787tj
2565,You'll Always Find Your Way Back Home,Hannah Montana,spotify:track:1r1ubp8zGYaHnr2BVeE8wr
2566,Just A Little Bit Of Your Heart,Ariana Grande,spotify:track:6EF9SuEEFvCrVyV98enq5v
2567,I'm Like A Bird,Nelly Furtado,spotify:track:5xPQsTrT2LjidijK2Tzlxh
2568,Unkiss Me,Maroon 5,spotify:track:6AMLy821haqLgoorJixWnC
2569,See You Again - Rock Mafia Remix,Miley Cyrus,spotify:track:68M26j4rZXhLrvnOtyit63
2570,Ordinary Girl,Hannah Montana,spotify:track:7DETWEnTmY875dC5Q8gvqV
2571,"Onko Kirkkonummi hereillä, Pt. 2 - K.V.N & LOBO Remix",Likanen Etelä,spotify:track:1MJNzfz4Z0E62YHIImGRQ1
2572,Kirkkonummi joka päivä - Original,Likanen Etelä,spotify:track:2XEkBLqVpuZp3lCvvXJycG
2573,Bap U,Party Favor,spotify:track:4Ijr3J0lnLCGZvpXBiqCjU
2574,Neva Left,Snoop Dogg,spotify:track:3Zgc3xdXTxsjLumnQqiTfE
2575,Mount Sinai,$uicideBoy$,spotify:track:0FVNtH31j9ToHycO6I6Ari
2576,"Tykitys (feat. Are, Nikke Ankara, Ironine & Kajo)",Altis,spotify:track:3DJMduIXPKQ2aSaOkJx6AR
2577,420 (Blaze Up),Snoop Dogg,spotify:track:4hBy3nZVzQV4F3jxe1wWL1
2578,Nissan Micra 95,Yung Hilly,spotify:track:6FIvxqDq1Sc39uwqELQTpr
2579,Moment I Feared,Snoop Dogg,spotify:track:0NIOJPJfM7tAEcDfhqfrEI
2580,Slut,Madchild,spotify:track:2IA7TxTpO8vjEgTll28ZBS
2581,Fuck Tha Police,N.W.A.,spotify:track:771lQyKAtqXRpZ7iM4JsbP
2582,Xxplosive,Dr. Dre,spotify:track:0Ed7MeXx64f6OcIuoTRCg1
2583,Still Cold / Pathway Private,Night Lovell,spotify:track:0WKXWF3QqHq6R6LqiF57vu
2584,White Crime,Lil Dicky,spotify:track:1tA9cQEtQPvUdcndCUcP9E
2585,Really Really,Kevin Gates,spotify:track:10I3CmmwT0BkOVhduDy53o
2586,"How Many Times (feat. Chris Brown, Lil Wayne & Big Sean)",DJ Khaled,spotify:track:3uqez7AQId9NZ15UF9QW9M
2587,Where Ya At (feat. Drake),Future,spotify:track:5nN8BwAQDJDguq7Dpd3JQQ
2588,Got Me,Roy Woods,spotify:track:4wXvqEHxo3HwLs6mcqU4bb
2589,Lollipop,Lil Wayne,spotify:track:5jnxxpX2834SB6LJ0S73Uz
2590,Young Kobe,Tyga,spotify:track:17xOyQaqmYiydeTgnnVQmr
2591,Drinks On Us,Mike WiLL Made-It,spotify:track:7qztzeFB9VU7OTek4lj38f
2592,LUV,Tory Lanez,spotify:track:5eG6cZTO4G5hFcnjyGR1ao
2593,Rack City,Tyga,spotify:track:6wwAaPoX7Ce81Rn85Ntm89
2594,Some Way,NAV,spotify:track:60rkizhZ73kbBvcBNVf6eZ
2595,Cold,Post Malone,spotify:track:3tjl6YMFoAk6927XjAM0Er
2596,The Scientist,Coldplay,spotify:track:75JFxkI2RXiU7L9VXzMkle
2597,That Should Be Me - Acoustic Version,Justin Bieber,spotify:track:06Gw7kfyHyY25KujDOCzEZ
2598,Mestaripiirros,Anna Puu,spotify:track:4GNQAe05slzeMxu7zynWYt
2599,Hakuammuntaa,Ida Paul & Kalle Lindroth,spotify:track:5eyPzqRneS2BtocXaZvpIi
2600,Hetkeksi,YOUNGHEARTED,spotify:track:2oSPoF72t7XYwrIQxndvO6
2601,On Niin Paljon Mitä Menettää,Mikko Pohjola,spotify:track:04yi6dCKmSw3yyNh7fuMCN
2602,Niagara,Jannika B,spotify:track:70JWC8lfTc04YnnptVpkbi
2603,Valot pimeyksien reunoilla,Apulanta,spotify:track:4l24mUFBnC5MfAROgOm5am
2604,Viljaa,PistePiste,spotify:track:30wfow3JhKl3R6JfBfFQiV
2605,Värifilmi,Nikke Ankara,spotify:track:6nk85byijAHPt3Bx64kOpd
2606,Laukauksia pimeään,Ida Paul,spotify:track:5f1jPgYJhE4U1AZ7RwKznz
2607,Kun olet poissa,Eppu Normaali,spotify:track:4mevZVvZcRotGA1kWkr7cW
2608,Vuonna '85,Eppu Normaali,spotify:track:1hOSF9oVVwftqAhi8Bueez
2609,Murheellisten Laulujen Maa,Eppu Normaali,spotify:track:1ojFYRefJzbAHXvol0NGHz
2610,Joka Päivä Ja Joka Ikinen Yö,Eppu Normaali,spotify:track:6dzg3bPEKKarOBUEm6USep
2611,"Kitara, Taivas Ja Tähdet",Eppu Normaali,spotify:track:49KJpUDmTDrSeTpVVppxeS
2612,Vihreän Joen Rannalla (Kauan Sitten),Eppu Normaali,spotify:track:1qMeTYVw9LxYs4DwMKtnzi
2613,Tahroja paperilla,Eppu Normaali,spotify:track:1rV8BXAA1yGPpPzsnP1iyP
2614,Urheiluhullu,Eppu Normaali,spotify:track:4FDVgYuo6QoB5ABWCMVpp2
2615,Sama nainen (Vain elämää kausi 5),Anna Puu,spotify:track:4Y6PXw582iZ49O7WGGP5yq
2616,Säännöt rakkaudelle,Anna Puu,spotify:track:2pq6zPY0TMGnVtIRFGClfF
2617,Täydellisen epätäydellinen,Lucas,spotify:track:6zfty1vDuk6Qr3dOCtRcAQ
2618,Nälkä (feat. Gracias),Lucas,spotify:track:08mjDVbH0S1K8KDXcBymBD
2619,Kyyneleet (feat. Sami Saari),Cheek,spotify:track:3dFyg7FGdA5dTgpfqjKjYr
2620,Älkää unohtako toisianne,Samuli Putro,spotify:track:5EfOdoHdXtSbD2wMnObfO6
2621,Siivet,Teleks,spotify:track:16XeOgSl7MDnPvHBP0OBdK
2622,Satasen laina,Nylon Beat,spotify:track:2FCOaR39LbJ2mFvKpgiC1i
2623,Vapaa,Kaija Koo,spotify:track:5MdjFNsazKd636XhTvOyPz
2624,Kaunis rietas onnellinen,Kaija Koo,spotify:track:1Yx18pGNtat3dcHPgKHfqI
2625,Vanhaa suolaa,Kaija Koo,spotify:track:1CxCR1nerL2IRJagnNLZIJ
2626,Kuka keksi rakkauden,Kaija Koo,spotify:track:2VknMouOlfDTJW7gDDG19O
2627,Pummilla Tallinnaan (feat. Mikko),Tuomas Kauhanen,spotify:track:2zviyy3u60LlyJYJb8oqEh
2628,1985,Tuomas Kauhanen,spotify:track:7v85atjGP4HqF5pme1ulso
2629,Vanha nainen hunningolla,Erin,spotify:track:5HbIX2mD0LCY0NUbIWXa5z
2630,Mä annan sut pois,ABREU,spotify:track:1NqG2cQYqGwWiXr6NZc9Pg
2631,Kylmästä lämpimään,ABREU,spotify:track:5PufGc0zaY5BnSJWgmdFsO
2632,Kukkurukuu,Mariska & Pahat Sudet,spotify:track:5K1UyzpAj1F7vocfOGzHQh
2633,Järjetön rakkaus,Jesse Kaikuranta,spotify:track:2ABJ0REB7mwS792y1AMrkT
2634,Näytän sulle rannan,Jesse Kaikuranta,spotify:track:1QXlowTYHcD9gwQWLlMOb4
2635,Vie mut kotiin,Jesse Kaikuranta,spotify:track:0AzAKlEGsBfigjWpp9AOdE
2636,Syytön,Nylon Beat,spotify:track:3WiAGAVe9vp2sBShQgJSfi
2637,Vapaus käteen jää,Haloo Helsinki!,spotify:track:6KnoWZOxQvN9LeeULoNhkK
2638,Maailman Toisella Puolen,Haloo Helsinki!,spotify:track:1ZE6xBeRPrqnGiuw5JXqDM
2639,Sinä & hän,Happoradio,spotify:track:1hUOmYBOMhnsi9sE9wRzJJ
2640,Ihan hyvät ihmiset,Happoradio,spotify:track:1FEfB1MWFo9zWL4AV8h0g2
2641,Levoton tyttö,Anssi Kela,spotify:track:69c3OnbUe72uXMjriXIocr
2642,Enemmän duoo ku sooloo,Kuningasidea,spotify:track:0oAiDfP7RGsShptTVbDGC6
2643,Frankenstein,Chisu,spotify:track:3s40pkcGl5V12VA3eHL1cp
2644,Parempi mies (feat. Samuli Edelmann),Cheek,spotify:track:1FxPF4pmAJBAozMQo0WmZX
2645,Viistäköön siipeni maata,Elonkerjuu,spotify:track:5IOdSbqM0p4Ih8dLvLqb7H
2646,Niille joil on paha olla,Cheek,spotify:track:0YNRuUs98aDSQ73UZ2kWAN
2647,Pahempi toistaan,Apulanta,spotify:track:5373WQjhIPPJ8XGTCZLDfJ
2648,Paha ihminen,Apulanta,spotify:track:6tWkih8APzYomKoNEdoExg
2649,Sokka irti,Cheek,spotify:track:5YlP1QcekGfq8FBqAR9Hlf
2650,Ei mitään hätää,Samuli Edelmann,spotify:track:3XJy8rpkOM4GWtuS3NZtZC
2651,Pettävällä Jäällä,Yö,spotify:track:0vFOqJKYt0o5VDN8kzxHiq
2652,Niks ja naks,STIG,spotify:track:3GAiPVhqcrvACk5nef8XQN
2653,Viheltelen,STIG,spotify:track:5vM60qNWt0ypvZWM1W8q65
2654,Tänään Lähtee,Elokuu,spotify:track:1Us4bURsaNxf42NTkhs9kZ
2655,Kolme pientä sanaa,Anna Puu,spotify:track:1NMludJsG9lsiEi8gL7ftN
2656,Before I Marry You,Kim Herold,spotify:track:77eZAxAgS66XFjnGgVWU7E
2657,Social Butterfly,Kim Herold,spotify:track:3Q5ib47P7JXngC6rPYI6Kb
2658,Paremmat päivät,Juha Tapio,spotify:track:67DTK1UWm1Q7t7RNB0rfAB
2659,Yhtä en saa,Jonna Tervomaa,spotify:track:2bbZmvkT3PgpIOM6GwFRTa
2660,Minä toivon,Jonna Tervomaa,spotify:track:6VBveQkUXkjjUF773F2W50
2661,Ravistettava ennen käyttöä,Apulanta,spotify:track:7BGprWocWmRdWww8709Rd2
2662,Let Go,Redrama,spotify:track:26aOf1vcdpzud4nbiR802E
2663,Forever Yours,Sunrise Avenue,spotify:track:6YUm2pbTek6CkxUd1RGwYm
2664,I Help You Hate Me,Sunrise Avenue,spotify:track:2vk8M5Bccca791yehVlWGw
2665,Fairytale Gone Bad,Sunrise Avenue,spotify:track:4DPoVuY0g15PD6QOe9opKc
2666,Pauhaava sydän,Lauri Tähkä & Elonkerjuu,spotify:track:6sy7VE6RS6RB432hENgb6X
